0,7,50,-7,-63
1,5,48,-8,-61
2,7,49,-8,-63
3,5,50,-8,-62
4,6,50,-8,-63
5,4,50,-7,-62
6,6,50,-7,-62
7,4,50,-8,-63
8,4,50,-7,-62
9,6,50,-8,-63
10,5,49,-8,-63
11,7,50,-7,-62
12,6,49,-8,-63
13,4,49,-8,-62
14,6,50,-8,-62
15,4,50,-7,-63
16,5,50,-7,-63
17,6,50,-7,-62
18,5,50,-7,-63
19,7,51,-7,-61
20,6,49,-8,-61
21,5,50,-7,-63
22,7,48,-7,-61
23,5,50,-7,-63
24,4,50,-7,-63
25,6,50,-7,-61
26,5,50,-8,-63
27,7,49,-7,-61
28,6,50,-7,-63
29,5,49,-8,-61
30,7,49,-7,-63
31,5,50,-7,-61
32,5,50,-7,-61
33,7,50,-7,-63
34,7,50,-7,-63
35,5,49,-8,-61
36,6,49,-8,-63
37,4,50,-7,-61
38,6,49,-7,-61
39,7,51,-7,-63
40,5,50,-7,-63
41,5,49,-7,-61
42,5,51,-7,-63
43,7,49,-7,-61
44,7,49,-7,-61
45,6,50,-7,-63
46,6,49,-7,-61
47,5,50,-7,-63
48,5,50,-7,-61
49,6,49,-7,-63
50,4,50,-7,-61
51,6,50,-7,-63
52,7,50,-7,-63
53,5,50,-7,-61
54,6,49,-7,-63
55,5,48,-8,-61
56,7,50,-8,-61
57,7,50,-8,-63
58,5,50,-8,-61
59,7,49,-8,-63
60,7,49,-7,-61
61,5,49,-7,-63
62,7,49,-7,-61
63,5,50,-8,-63
64,5,49,-8,-61
65,6,49,-8,-63
66,6,50,-7,-61
67,4,49,-7,-63
68,6,50,-7,-61
69,4,49,-7,-63
70,6,49,-7,-63
71,5,49,-7,-61
72,7,49,-7,-61
73,6,49,-7,-63
74,5,49,-7,-61
75,6,49,-8,-63
76,6,49,-7,-63
77,5,49,-7,-61
78,7,49,-7,-63
79,6,49,-7,-61
80,5,49,-7,-61
81,6,49,-7,-63
82,7,49,-7,-61
83,6,48,-7,-63
84,6,49,-7,-63
85,5,49,-7,-61
86,5,49,-7,-61
87,7,49,-8,-63
88,7,49,-7,-63
89,5,49,-7,-61
90,5,49,-7,-63
91,6,49,-7,-61
92,7,49,-7,-63
93,5,49,-7,-61
94,7,49,-7,-61
95,6,49,-7,-63
96,5,49,-7,-61
97,6,49,-8,-63
98,6,49,-7,-63
99,5,49,-8,-61
100,7,49,-8,-63
101,7,49,-7,-61
102,6,49,-7,-63
103,5,49,-7,-61
104,4,50,-7,-61
105,6,49,-7,-63
106,6,50,-7,-63
107,4,49,-7,-61
108,6,49,-7,-63
109,5,49,-7,-61
110,6,49,-7,-61
111,5,49,-7,-63
112,5,49,-7,-63
113,6,49,-7,-61
114,4,49,-7,-63
115,6,49,-7,-61
116,7,48,-7,-63
117,6,48,-8,-61
118,6,49,-8,-63
119,4,49,-8,-61
120,7,49,-8,-61
121,6,49,-7,-63
122,5,49,-7,-63
123,7,49,-7,-61
124,7,49,-8,-61
125,5,49,-8,-63
126,7,49,-8,-63
127,6,49,-7,-61
128,6,49,-7,-61
129,6,49,-7,-63
130,6,49,-7,-63
131,5,49,-7,-61
132,7,49,-7,-61
133,7,49,-7,-63
134,7,49,-7,-61
135,5,49,-7,-63
136,4,49,-8,-61
137,6,49,-7,-63
138,5,49,-7,-63
139,7,49,-7,-61
140,7,49,-7,-63
141,5,49,-7,-61
142,7,49,-7,-61
143,7,49,-7,-63
144,7,49,-7,-63
145,7,49,-7,-61
146,5,49,-7,-61
147,6,49,-7,-63
148,6,49,-8,-61
149,5,49,-7,-63
150,6,49,-7,-63
151,4,49,-7,-61
152,7,49,-7,-63
153,6,49,-7,-61
154,5,49,-8,-61
155,6,49,-8,-63
156,6,49,-7,-63
157,5,49,-7,-61
158,7,49,-8,-61
159,5,49,-7,-63
160,5,49,-7,-61
161,7,49,-7,-63
162,5,49,-7,-61
163,7,49,-8,-63
164,6,49,-8,-63
165,6,49,-7,-61
166,5,49,-7,-61
167,7,49,-7,-63
168,5,49,-8,-61
169,7,49,-8,-63
170,5,49,-7,-63
171,7,49,-7,-61
172,7,49,-7,-63
173,5,49,-7,-61
174,6,49,-7,-63
175,5,49,-7,-61
176,5,49,-7,-61
177,7,48,-7,-63
178,5,47,-7,-63
179,6,49,-8,-61
180,6,49,-8,-61
181,5,49,-8,-63
182,7,49,-7,-61
183,5,49,-7,-63
184,7,49,-7,-61
185,7,49,-7,-63
186,6,49,-7,-63
187,5,49,-8,-61
188,6,49,-7,-63
189,5,49,-7,-61
190,6,49,-7,-63
191,4,48,-7,-61
192,5,48,-7,-61
193,6,49,-7,-63
194,4,49,-7,-61
195,6,49,-7,-63
196,6,49,-7,-61
197,6,49,-7,-63
198,6,49,-7,-63
199,5,49,-8,-61
200,6,49,-8,-63
201,7,49,-8,-61
202,5,49,-7,-63
203,6,49,-7,-61
204,6,49,-7,-63
205,4,48,-8,-61
206,6,48,-7,-63
207,6,49,-7,-61
208,5,49,-7,-63
209,7,49,-7,-61
210,6,49,-7,-63
211,4,48,-7,-61
212,6,49,-7,-61
213,6,48,-7,-63
214,7,49,-7,-61
215,6,48,-8,-63
216,5,49,-8,-63
217,5,47,-7,-61
218,5,49,-7,-63
219,7,48,-7,-61
220,7,48,-7,-63
221,5,49,-7,-61
222,6,48,-7,-61
223,7,49,-7,-63
224,7,49,-7,-61
225,6,48,-7,-63
226,5,47,-7,-63
227,6,49,-7,-61
228,6,48,-7,-61
229,5,49,-7,-63
230,7,48,-7,-63
231,5,48,-7,-61
232,5,48,-7,-63
233,7,48,-7,-61
234,5,48,-7,-61
235,7,49,-7,-63
236,7,48,-7,-61
237,5,49,-7,-63
238,6,47,-7,-63
239,4,49,-8,-61
240,6,49,-8,-61
241,7,47,-8,-63
242,7,48,-8,-61
243,5,49,-7,-63
244,7,48,-8,-61
245,7,48,-8,-63
246,6,48,-7,-61
247,5,47,-8,-63
248,7,47,-7,-63
249,7,48,-7,-61
250,6,48,-8,-61
251,4,48,-7,-63
252,6,48,-7,-63
253,5,48,-7,-61
254,7,48,-8,-63
255,6,48,-8,-61
256,5,48,-8,-63
257,7,49,-7,-61
258,7,48,-7,-61
259,5,48,-7,-63
260,6,48,-7,-63
261,7,48,-7,-61
262,6,48,-8,-61
263,7,48,-7,-63
264,6,48,-7,-61
265,6,48,-7,-63
266,4,49,-8,-63
267,6,49,-7,-61
268,7,48,-7,-63
269,7,49,-7,-61
270,6,47,-7,-61
271,7,47,-7,-63
272,5,47,-7,-63
273,6,48,-7,-61
274,5,49,-7,-63
275,7,48,-7,-61
276,6,48,-7,-61
277,7,49,-8,-63
278,6,47,-7,-61
279,6,48,-7,-63
280,5,48,-7,-63
281,6,48,-7,-61
282,5,48,-7,-61
283,7,48,-7,-63
284,6,47,-7,-61
285,6,47,-7,-63
286,6,48,-7,-63
287,6,48,-7,-61
288,6,49,-7,-61
289,7,48,-8,-63
290,7,48,-7,-63
291,5,48,-7,-61
292,6,48,-7,-61
293,6,48,-7,-88
294,5,48,-7,-88
295,7,48,-7,-86
296,7,48,-7,-88
297,7,48,-7,-86
298,5,48,-7,-88
299,6,47,-7,-86
300,6,48,-7,-86
301,5,48,-7,-88
302,7,48,-8,-88
303,6,48,-7,-86
304,5,48,-7,-88
305,7,48,-7,-86
306,6,47,-7,-86
307,7,48,-7,-88
308,7,46,-7,-86
309,7,47,-7,-88
310,6,48,-7,-88
311,5,48,-7,-86
312,5,48,-7,-88
313,6,46,-7,-86
314,5,47,-7,-88
315,7,48,-8,-86
316,6,47,-8,-88
317,5,48,-8,-86
318,6,48,-7,-88
319,7,47,-7,-86
320,5,48,-7,-86
321,7,47,-7,-88
322,7,48,-7,-86
323,5,48,-7,-88
324,7,47,-7,-86
325,5,47,-7,-88
326,5,46,-7,-88
327,6,47,-7,-86
328,6,47,-7,-86
329,6,47,-7,-88
330,4,47,-7,-86
331,6,46,-7,-88
332,7,46,-7,-86
333,5,46,-7,-88
334,7,47,-7,-88
335,6,47,-7,-86
336,4,47,-7,-86
337,6,47,-7,-88
338,7,47,-8,-86
339,6,47,-7,-88
340,7,47,-7,-86
341,6,47,-7,-88
342,7,47,-7,-88
343,7,46,-8,-86
344,5,47,-8,-86
345,7,46,-7,-88
346,5,46,-7,-88
347,7,47,-7,-86
348,6,47,-7,-88
349,5,47,-7,-86
350,6,47,-7,-88
351,6,46,-7,-86
352,5,46,-7,-88
353,6,45,-7,-86
354,6,46,-7,-86
355,5,45,-7,-88
356,6,47,-7,-88
357,6,46,-7,-86
358,6,46,-7,-88
359,4,47,-7,-86
360,5,47,-7,-88
361,7,46,-7,-86
362,5,45,-7,-88
363,6,46,-8,-86
364,6,45,-7,-88
365,5,45,-7,-86
366,6,46,-7,-88
367,7,45,-7,-86
368,5,47,-7,-88
369,6,45,-7,-86
370,4,45,-7,-88
371,6,46,-7,-86
372,7,45,-7,-88
373,6,45,-7,-86
374,5,45,-7,-88
375,7,45,-7,-86
376,5,45,-7,-88
377,7,45,-8,-86
378,5,45,-8,-88
379,7,45,-7,-86
380,6,45,-8,-88
381,7,45,-7,-86
382,7,45,-7,-88
383,6,45,-7,-86
384,4,45,-7,-88
385,6,45,-7,-86
386,6,45,-7,-88
387,6,45,-8,-86
388,6,45,-7,-88
389,6,45,-7,-86
390,7,44,-7,-86
391,5,45,-7,-88
392,5,45,-7,-88
393,6,45,-7,-86
394,7,45,-7,-86
395,5,44,-7,-88
396,6,44,-7,-88
397,5,45,-7,-86
398,6,44,-7,-88
399,5,44,-7,-86
400,6,44,-7,-88
401,7,44,-7,-86
402,5,44,-7,-88
403,7,44,-8,-86
404,6,44,-8,-88
405,4,44,-8,-86
406,5,45,-7,-88
407,7,44,-8,-86
408,6,44,-8,-88
409,7,44,-8,-87
410,5,44,-7,-88
411,7,44,-7,-86
412,7,44,-7,-88
413,5,44,-8,-86
414,6,44,-7,-88
415,6,43,-7,-86
416,5,43,-7,-88
417,7,43,-7,-86
418,6,43,-7,-88
419,4,43,-7,-86
420,6,43,-8,-88
421,5,43,-7,-86
422,7,43,-7,-88
423,5,44,-7,-86
424,7,43,-7,-88
425,7,43,-7,-86
426,5,43,-7,-88
427,7,43,-7,-86
428,6,43,-7,-88
429,5,43,-7,-86
430,6,43,-7,-86
431,6,42,-7,-88
432,6,43,-7,-88
433,6,42,-7,-86
434,6,42,-7,-88
435,5,43,-8,-86
436,6,42,-7,-88
437,6,42,-7,-86
438,6,42,-8,-88
439,4,41,-7,-86
440,6,41,-7,-86
441,6,41,-7,-88
442,7,41,-7,-86
443,6,40,-7,-88
444,6,41,-7,-86
445,5,42,-7,-88
446,6,41,-7,-88
447,7,40,-7,-86
448,5,40,-7,-86
449,6,40,-7,-88
450,5,41,-8,-86
451,5,41,-7,-88
452,7,41,-7,-86
453,5,41,-7,-88
454,6,39,-7,-88
455,7,40,-8,-86
456,6,40,-8,-88
457,6,39,-7,-86
458,5,39,-7,-88
459,7,39,-7,-86
460,6,40,-7,-86
461,5,39,-7,-88
462,6,39,-7,-88
463,5,38,-7,-86
464,5,39,-7,-88
465,6,38,-7,-86
466,4,39,-8,-88
467,6,37,-7,-86
468,6,38,-7,-86
469,7,38,-7,-88
470,7,37,-8,-88
471,5,37,-7,-86
472,5,37,-7,-88
473,7,37,-7,-86
474,6,37,-7,-88
475,7,36,-7,-86
476,6,36,-7,-88
477,5,36,-7,-86
478,6,37,-7,-86
479,5,36,-7,-88
480,5,36,-7,-88
481,6,34,-7,-86
482,6,35,-7,-88
483,4,34,-8,-86
484,6,34,-7,-88
485,5,35,-7,-86
486,6,35,-7,-87
487,6,34,-8,-88
488,6,34,-8,-88
489,6,33,-8,-87
490,5,34,-8,-88
491,7,33,-7,-86
492,7,33,-7,-88
493,7,32,-7,-86
494,5,32,-7,-88
495,7,31,-7,-86
496,5,32,-8,-88
497,7,32,-7,-86
498,5,31,-7,-88
499,6,30,-7,-86
500,6,30,-7,-88
501,4,30,-7,-86
502,6,29,-7,-88
503,7,29,-7,-86
504,5,28,-7,-86
505,7,28,-7,-88
506,5,28,-7,-88
507,6,28,-7,-86
508,6,26,-7,-88
509,5,26,-7,-86
510,6,26,-7,-88
511,7,25,-7,-86
512,7,26,-7,-86
513,6,26,-7,-88
514,5,25,-8,-86
515,6,23,-7,-88
516,7,23,-8,-88
517,5,22,-8,-86
518,7,22,-7,-88
519,7,20,-7,-86
520,5,20,-7,-88
521,7,20,-7,-86
522,5,20,-7,-88
523,7,19,-7,-86
524,6,18,-7,-86
525,5,17,-7,-88
526,7,18,-7,-88
527,6,15,-7,-86
528,5,15,-7,-88
529,7,15,-7,-86
530,5,13,-7,-88
531,6,14,-7,-86
532,6,12,-7,-88
533,5,11,-8,-86
534,5,10,-8,-88
535,7,9,-7,-86
536,7,9,-7,-86
537,6,8,-7,-88
538,5,7,-8,-88
539,7,5,-7,-86
540,7,4,-7,-88
541,6,4,-7,-86
542,7,3,-7,-88
543,6,2,-7,-86
544,6,1,-7,-88
545,6,-1,-7,-86
546,6,-1,-7,-88
547,7,-3,-7,-86
548,6,-4,-7,-88
549,4,-5,-7,-86
550,6,-6,-8,-86
551,5,-9,-8,-88
552,6,-10,-7,-88
553,7,-11,-7,-86
554,5,-12,-7,-86
555,7,-13,-7,-88
556,6,-15,-7,-88
557,5,-15,-7,-86
558,6,-18,-7,-86
559,6,-20,-7,-88
560,4,-21,-7,-88
561,6,-21,-7,-86
562,6,-24,-7,-87
563,5,-27,-7,-88
564,7,-28,-7,-87
565,6,-29,-7,-88
566,6,-30,-7,-88
567,6,-32,-7,-86
568,7,-33,-7,-88
569,7,-34,-7,-87
570,5,-36,-7,-88
571,7,-38,-7,-87
572,6,-39,-7,-88
573,5,-40,-7,-87
574,5,-41,-7,-88
575,7,-42,-7,-86
576,6,-43,-7,-88
577,6,-44,-7,-87
578,5,-46,-7,-88
579,7,-47,-7,-86
580,6,-48,-7,-88
581,5,-49,-7,-86
582,7,-49,-7,-88
583,5,-51,-7,-86
584,5,-51,-7,-88
585,6,-51,-7,-86
586,5,-51,-7,-88
587,6,-52,-7,-86
588,6,-52,-7,-88
589,7,-51,-7,-86
590,6,-51,-7,-88
591,5,-51,-7,-86
592,5,-50,-7,-88
593,7,-50,-7,-86
594,7,-49,-7,-88
595,7,-48,-7,-86
596,6,-48,-7,-86
597,6,-47,-7,-88
598,6,-46,-7,-86
599,7,-45,-8,-88
600,6,-45,-7,-88
601,6,-44,-7,-86
602,5,-42,-8,-88
603,7,-40,-7,-86
604,7,-39,-7,-86
605,5,-38,-7,-88
606,7,-37,-7,-88
607,7,-34,-7,-86
